id,start,first_token,end,status
65c4afd9-7f94-4d8b-9c22-69fc80feab66,47686.89,47687.625,47709.828,200
8f734481-ae75-4a35-badf-3ded693fe6fc,47709.89,47710.312,47733.156,200
a7696320-806f-46c1-a4ff-0440da30a4ae,47733.187,47733.734,47742.625,200
a73c3650-5827-45b5-8ccd-aeb891c24590,47742.64,47743.187,47766.031,200
b8f1517f-9588-44cc-a5d5-6136e24bbe12,47766.031,47766.593,47780.468,200
95273ec3-e425-4f4d-9427-aed30c8fd173,47780.484,47780.953,47782.796,200
65e8b644-029a-453f-8f99-d512fc4670e7,47782.796,47783.234,47806.546,200
00727298-b813-48a5-99ff-7d8c468c43c1,47806.546,47806.968,47830.765,200
a6e25bc7-0436-42d6-8178-2563239f25e7,47830.781,47831.25,47855.0,200
e9341ac2-869a-48c8-b523-8f662d10c581,47855.015,47855.5,47878.828,200
4841594d-5012-4d5e-8e9f-43e83a3b5ef8,47686.89,47687.609,47698.046,200
bbb4a241-c395-4848-90d4-5734b2707ee6,47698.046,47698.625,47708.671,200
4ea54ef9-6bdb-43a0-aff5-ae643d83878d,47708.671,47709.359,47730.984,200
3704b038-0beb-4971-aa4f-d75475018c15,47730.984,47731.453,47753.296,200
ab704d7d-46fa-4594-a7a6-63bd0267ba15,47753.312,47753.968,47777.015,200
d257d43d-fc86-4be4-b6cc-215e16d20866,47777.015,47777.671,47800.765,200
306c7039-a92f-4d2a-8233-7bbf7438704d,47800.765,47801.421,47824.812,200
4c707bb0-5e6f-4844-85f0-f8d5d6040e29,47824.828,47825.468,47848.89,200
b37d9ed7-5d75-4b51-996a-df22b2ed3734,47848.906,47849.531,47854.531,200
7bc294fa-ed53-4533-a81e-d22cbc5bdc50,47854.531,47855.0,47878.984,200
cec7eaf5-d495-43a1-8697-9f4a46b2fe13,47686.906,47687.625,47697.468,200
a3e87355-35e2-44a7-9552-7860d76f9adc,47697.468,47698.046,47719.703,200
8f06e799-88b7-499a-b952-092e00f8a359,47719.703,47720.296,47742.828,200
39e24fca-c717-4eb7-963c-7a972f61b606,47742.828,47743.375,47757.421,200
800a928a-aaad-48a5-b992-0a5d8482b0c9,47757.484,47757.906,47781.578,200
bcd12ea6-4d1b-42b6-aa30-c46a1ae84d17,47781.578,47781.953,47805.312,200
8a342ff7-2eb9-4ece-a4c7-60bbbae1ba1f,47805.312,47805.703,47829.515,200
df66cda0-d21e-419d-8bb3-d2dfe61fe02a,47829.531,47829.906,47853.609,200
812c0b0b-6cf0-4080-a1c5-bae393307270,47853.625,47854.062,47859.468,200
30f9bbfd-6a2c-49a2-afdf-3723d064d460,47859.468,47860.015,47884.093,200
4eb71ec0-2860-4bf4-a66c-c36b6181dde1,47686.89,47687.609,47709.828,200
0062e189-3677-43e4-9ba9-0769bb27f49b,47709.89,47710.312,47716.593,200
669b9479-8af7-439a-9d75-01b946fe612e,47716.593,47717.125,47721.437,200
2ee0974c-4c47-4b1e-8f32-b53033bcf288,47721.453,47722.062,47744.5,200
20763e04-0c5c-4b7c-8d7a-78037c1a8d73,47744.515,47745.062,47767.937,200
e6a18639-0a72-45ff-8dd4-a833501e3539,47767.953,47768.515,47791.968,200
c0f06fd9-b4e9-4182-bfe3-65a5dee4496c,47791.968,47792.515,47815.859,200
af1bbab2-9654-4d23-bc73-106df4483688,47815.859,47816.437,47840.296,200
6c44a1ac-ecb5-4a39-bf39-e78617008cd9,47840.312,47840.859,47864.718,200
998102ed-ab2d-4318-9098-073874e8425d,47864.718,47865.296,47889.406,200
80207c88-f0bc-42a4-9686-355cd6e46fdf,47686.906,47687.609,47709.843,200
8849f4d3-3f46-4055-9d83-c4fa4502ce46,47709.875,47710.203,47722.671,200
eb0cdaa3-465e-4530-9ea4-876c99faebd2,47722.687,47723.281,47745.64,200
a1c2e471-e271-43cb-99b2-fe4c734d7384,47745.64,47746.234,47758.578,200
d830a627-c057-456c-b413-df52f3a62d06,47758.593,47759.015,47782.64,200
8b6aa6aa-b17e-4146-8fd7-4d35d8a07d71,47782.64,47783.078,47798.203,200
a818e76e-6b1d-4c4a-b18a-6c95ab68e1d7,47798.203,47798.828,47822.234,200
b1966690-1f13-49c6-be3b-10f708f870a8,47822.25,47822.875,47846.375,200
f0c32cbd-6587-4852-a345-a0da900cf024,47846.375,47847.015,47870.781,200
f74ac81a-162e-43a2-b53b-b1b228a849ab,47870.781,47871.375,47895.531,200
c2eda1f8-3160-48b2-83f2-e0279afa3804,47686.89,47687.625,47697.265,200
5df00a4d-7014-4806-bc6a-560b38ca848d,47697.281,47697.843,47719.5,200
56c2969a-93ab-4a94-95a5-4610aa675f14,47719.5,47720.093,47742.625,200
688e3386-6819-4123-98c0-1543bc489c35,47742.64,47743.187,47758.031,200
e2253702-e0cc-4a0f-bd47-026943c3b985,47758.031,47758.437,47782.093,200
85bbc3cf-a771-4a79-9dec-f98c5b070859,47782.109,47782.484,47805.843,200
858c54d9-f11e-4219-ae8b-62e727e3a6c2,47805.843,47806.265,47830.046,200
0ddca63b-1cf8-4c35-87d9-aabd326ebb62,47830.062,47830.484,47854.218,200
c29d7922-0c3c-4fe3-bf06-cd160a432e77,47854.218,47854.687,47878.671,200
c0358932-1d53-46f3-aa6d-03ef7160dfe4,47878.671,47879.14,47895.734,200
47820a84-217f-4539-9702-b993e0c72ed7,47686.89,47687.625,47709.828,200
cec426d0-7e8b-413a-8bae-d6ae89aa87dd,47709.875,47710.203,47714.14,200
aabb6d9e-0989-4773-9577-d3ad55c2e488,47714.14,47714.609,47737.312,200
9484e489-f59a-405d-93c3-8fb9b6e240b8,47737.328,47737.812,47760.64,200
14e80c35-0a54-4000-9219-6526275d3a47,47760.656,47761.156,47784.718,200
ffbf897a-19b3-4faa-8b0e-7e78c506e11b,47784.734,47785.218,47808.515,200
b3857ed8-51f2-4a36-957e-d5c8b03d5e89,47808.515,47809.0,47832.875,200
e4bf9b4e-04b7-4d42-b890-7b418614af2d,47832.89,47833.39,47857.171,200
2c088b2b-5dd2-43be-bc84-75ae02f4e90a,47857.171,47857.687,47881.734,200
829bc3ee-85be-45a8-b6bc-967849414b8a,47881.75,47882.265,47896.937,200
3c285b05-e808-492a-8962-59b58ede1b63,47686.89,47687.625,47709.828,200
020a1989-6771-477b-b983-5a472be24709,47709.875,47710.203,47733.062,200
4212d2a4-7fc1-4373-b0ff-36c3f3595bbd,47733.078,47733.406,47756.203,200
a444e353-1fc5-4f32-bbf2-7e4e7878ac1d,47756.218,47756.671,47779.906,200
90c44515-05f6-44ed-8f65-eb5e6a2dcf4f,47779.906,47780.484,47803.64,200
afb60d37-c0c2-455b-a514-29cbfed1a7cf,47803.671,47804.234,47827.656,200
6f313586-aaa8-4597-8c1c-1a9beb5fb3c6,47827.656,47828.234,47840.468,200
5da8b0eb-baec-4f2b-8054-328ff07a4ecd,47840.484,47841.046,47864.906,200
4140e597-20d7-47e1-85d1-e457d833e640,47864.906,47865.468,47889.609,200
a05e14f2-62c0-40a0-89d0-a94ecc416d6f,47889.609,47890.187,47901.343,200
37c5a0b5-e0f8-45c2-a379-eebbfbfd2088,47686.89,47687.609,47709.828,200
3b576c59-bf76-4afe-9b44-4a4e0570fc55,47709.89,47710.312,47733.171,200
a865c85d-bd43-4240-acfd-c41279ca9e1f,47733.187,47733.734,47756.593,200
3ae3af86-69f3-414b-b61e-50c416dacd54,47756.625,47757.078,47762.953,200
a52653d5-0fd5-4756-85eb-0785b055cd09,47762.953,47763.468,47787.078,200
b67b1c30-9d3e-47d5-90dc-2935d6df9bab,47787.093,47787.593,47810.875,200
8e8c0d29-8ac6-44e8-99a8-c60f423eedc6,47810.875,47811.39,47828.75,200
9b79e894-2791-402b-a6ed-319c48327496,47828.75,47829.234,47852.796,200
3147aa42-8239-436b-be4b-7a4c25f258aa,47852.812,47853.312,47877.265,200
96462cb1-95bd-4303-8174-8382fae7eabd,47877.265,47877.718,47901.843,200
4a28f83c-1ba2-41f2-ada3-7369fd021de4,47686.89,47687.625,47705.093,200
78589b06-3ead-4c9f-a48a-c60270da36d1,47705.14,47705.781,47727.375,200
356a8245-2e09-4bbf-8bf3-fcbc25ef064f,47727.375,47728.031,47750.078,200
1b525798-7b01-4076-9490-6373ca80b68c,47750.078,47750.718,47773.75,200
9e3b4b45-c83f-47d9-a824-11c86ca70288,47773.75,47774.39,47797.562,200
0eb5d309-8f00-4d47-8e3a-97cc08f20dd6,47797.578,47798.203,47821.609,200
a5d4c519-8cdd-4199-b925-756ed52d9896,47821.609,47822.234,47845.75,200
f8ceab05-ee52-4a29-a73e-7810715c62d2,47845.75,47846.375,47853.609,200
d9cd51d7-225b-4536-abc4-114ff8797208,47853.625,47854.062,47878.046,200
841758c6-eb88-464d-8d06-49582869b232,47878.046,47878.515,47902.531,200
e0150ac6-42ff-420b-b262-6e50e84b6408,47686.89,47687.609,47709.828,200
a30ad00a-e3c4-4f1d-9c8c-3817fe532446,47709.875,47710.203,47719.5,200
10c863a1-5587-4b17-b646-f859c8cc4df4,47719.515,47720.093,47742.625,200
632770e7-3563-4e2d-8c21-7713547daad8,47742.64,47743.187,47761.625,200
e424bdda-fda7-4a6d-aa7d-225c1a8a57c6,47761.64,47762.14,47785.734,200
2175ab8c-d700-4ef0-95bf-d0e16f95beb3,47785.734,47786.234,47809.531,200
ac097768-5095-4e60-890a-48349ccbd83a,47809.531,47810.031,47833.906,200
f1345e93-3021-41ca-bbda-f074ab5a9bd0,47833.921,47834.421,47858.234,200
d5589130-3e8a-4e3f-a8fa-4ccb0c0efb5d,47858.25,47858.765,47878.5,200
12e184d0-1c5f-4472-8c5c-0a339f019ab0,47878.515,47878.984,47902.937,200
3f960adc-224f-4439-933b-40a1fd2347ba,47686.89,47687.625,47696.875,200
8a80c77a-f837-4b8f-bcdc-585c122033b6,47696.921,47697.468,47719.125,200
af688b03-dc70-4e49-a572-4c034211c05a,47719.125,47719.703,47742.265,200
f055237f-641b-41e8-be82-12ed1179c9bc,47742.265,47742.828,47765.656,200
f872e49e-1d79-4b2b-a1af-543fd9ea4fa4,47765.671,47766.218,47789.75,200
4bfb8be2-3861-4eb4-843d-6a8ed84e0f11,47789.75,47790.281,47813.562,200
d7a70224-4f98-417b-a56d-731a2a7d9915,47813.578,47814.125,47838.046,200
5c2f0b36-853b-422b-8b45-444c87f10b18,47838.062,47838.609,47862.484,200
0f251a81-4b8d-4951-a278-503dbf340416,47862.484,47863.031,47881.375,200
9e07518a-813e-4079-a62f-516e4ed19ad1,47881.437,47881.906,47905.531,200
25a4a73c-2464-469c-9c8f-365b6fdc52f6,47686.89,47687.625,47709.828,200
3827d795-9212-452c-a393-c969c758f379,47709.89,47710.312,47713.359,200
6e48f3bf-fbee-4a08-8098-771f91a661c0,47713.359,47713.812,47736.578,200
1fcff1cd-dc67-4bfb-bc8f-6fca5c7e0cc5,47736.578,47737.0,47759.875,200
5a719353-7eef-4b95-8f66-1a4f59ba32b4,47759.875,47760.328,47783.953,200
ed2cc332-0929-4ac1-b438-386c0899d9ac,47783.953,47784.89,47808.187,200
913e70ff-045b-4342-9179-0299fd055222,47808.187,47808.671,47832.531,200
52d6c32c-e3cc-47ed-bbb3-99a5b800a6eb,47832.546,47833.031,47856.828,200
fd40656f-61ea-4915-b6c0-e9b81998583c,47856.843,47857.359,47881.39,200
9c1f65c4-4f5a-4e64-a132-d3fd3218d73f,47881.437,47881.906,47905.515,200
f30831ff-ffcc-4b58-8c94-a7bae53a303f,47686.89,47687.609,47709.843,200
a7744d61-3547-49f7-b74a-e6f41725fcd0,47709.89,47710.312,47733.171,200
410387a9-bc17-4ad4-8c22-b2eb1466403a,47733.203,47733.734,47756.593,200
f6489c2b-a6a5-4593-8ffc-4cefc09905c9,47756.625,47757.078,47774.609,200
5e2111c7-4796-43e9-ad6f-b9f008e89edf,47774.625,47775.25,47785.562,200
6a7de26f-4bff-4eb5-a9af-27a27dd51d72,47785.578,47786.078,47809.359,200
078bc725-767a-4f9a-9066-d6de96f44617,47809.359,47809.859,47833.718,200
45c53c44-5836-48af-b369-34aed0c2c536,47833.734,47834.25,47858.062,200
8c8e75f3-71e5-45fb-9624-764781dea47f,47858.062,47858.578,47882.625,200
