id,start,first_token,end,status
3cf6bca0-93eb-4899-9a08-2918202d4935,129637.515,129638.515,129640.89,200
786fb884-f04d-4a60-bec5-4897937ac856,129640.89,129699.109,129760.312,200
d5022744-1830-46b4-beb0-778a324c90c8,129760.89,129761.906,129784.843,200
bc3a63f7-ddd0-4798-b22c-d8382513653c,129785.203,129824.562,129886.859,200
57185288-5939-4a61-ab30-73cd89e0f22c,129888.203,129889.015,129953.015,200
169f145c-0bd7-49a4-815e-6f889df1dcf6,129953.14,129960.046,129995.0,200
eb184ca2-4868-41aa-b50a-349cf113f277,129995.218,130016.765,130080.609,200
655622b2-dd32-40fa-8267-a0f86c2cdc6a,130083.218,130084.406,130119.484,200
4a117fa4-3522-4e6d-8aac-c81647691639,130119.5,130146.125,130215.5,200
2c7ac7aa-acb8-4e86-9064-a741d06583b5,130216.968,130220.218,130284.421,200
bfe763e9-e065-40dd-ae9a-4fcd55f56756,129637.453,129638.031,129698.859,200
8c520e7c-a335-48d1-beec-d96b7a0191be,129699.046,129699.687,129761.078,200
99f3a731-3756-4a8c-97a1-531c3a32ef26,129761.156,129768.093,129830.625,200
6726f444-2f42-41c9-b782-731b9300324d,129830.64,129883.0,129945.5,200
73242f8d-c228-4554-a269-a5416134e6fc,129945.515,129953.625,129987.39,200
814f059b-7e63-42ff-994c-a130647f62c5,129988.437,130016.734,130080.578,200
cc321dfa-e24d-4675-a377-9acb4453081e,130083.046,130084.406,130100.984,200
c0dba46e-ce23-40a4-9bc2-d735c8a81025,130101.281,130127.89,130192.203,200
c30a503f-a282-428f-aa53-e1bad16bca48,130192.406,130214.703,130276.375,200
81dc7dc2-27b9-4c76-845e-8285af11cacb,130276.468,130289.531,130311.125,200
cff816ad-327b-4606-8055-4aa8aaa9bbd6,129637.421,129637.812,129698.187,200
8a026d83-d6be-40fb-9d07-b7fbadc6f1fe,129698.265,129699.421,129711.625,200
d62a5d10-91ca-4015-bcbe-08ac6c6fb0fc,129711.656,129761.062,129823.437,200
3f18b617-0e77-4d37-b5e2-16497ad1d290,129824.687,129825.375,129888.0,200
20e41e5a-b782-492f-9990-a13159f142a9,129888.203,129889.0,129920.937,200
ea2e5cfa-5240-491b-a153-6bde9543bfa1,129920.984,129951.968,129972.343,200
effa23c8-4f49-4d37-b593-8207eb8c9f0e,129972.796,130006.453,130070.296,200
2e8911d3-c025-4972-b5bd-06b20f416bc1,130071.703,130082.218,130146.109,200
663761dc-fe4e-494a-9a8e-1ef29de6940d,130146.187,130161.187,130225.625,200
