id,start,first_token,end,status
77b58f30-6ecb-462a-bd20-c9fcd40fdb69,128454.953,128489.406,128494.468,200
586c2f5c-b768-4a82-bbf9-a14a6c31ea4a,128494.5,128495.031,128521.828,200
baa67365-bb3e-4c07-9590-4f7d40d20010,128521.843,128522.609,128554.015,200
cb7b9262-44e9-44c5-b784-247edd273c6d,128554.078,128555.0,128564.921,200
e9151cd4-3156-4d08-b20b-097356989c02,128564.968,128565.812,128614.187,200
4e844a6e-8442-4f9b-a11f-d8f53e6a0d31,128614.187,128615.375,128667.406,200
acf6fe0d-c3ae-4c68-bd77-3a92873aafbf,128667.656,128668.875,128719.218,200
92d93963-b963-4dea-afbe-0819213f62d2,128719.453,128720.328,128745.296,200
ac035d51-35f9-4c40-a317-1ddcef8219d3,128745.937,128746.703,128781.546,200
5777f657-e259-4366-a448-5881a9f4afe1,128781.671,128782.421,128834.656,200
baf5a805-11b6-44bb-aad7-f72e580d53cc,128454.984,128489.625,128496.343,200
1fd102da-5d6e-4942-a7b8-918836f6399a,128496.343,128497.015,128524.718,200
46db5707-398a-450b-8ad1-616ee3dcbf5f,128524.734,128525.406,128550.562,200
65a76d6e-1a64-4216-af37-03b149fdb163,128550.687,128551.25,128593.578,200
57683183-d789-4b0e-b16f-598d1cde5236,128593.593,128594.546,128645.718,200
eaaa9b5a-80fe-4ae3-a833-7f5bb592f01a,128645.828,128646.453,128697.156,200
d095dc3b-31bc-47c8-a833-f588bcc58201,128697.406,128698.281,128744.109,200
c680aeaf-6813-492a-b5a3-4fb44df3aac2,128745.937,128746.703,128798.671,200
adbe6bb3-301e-426d-8f17-91bc185b71a5,128798.781,128799.718,128826.093,200
1f0d2991-373a-44c8-aa0e-e0214a38b494,128826.187,128827.062,128843.031,200
15be71ee-1469-40b9-a2aa-429411734942,128454.937,128489.406,128511.281,200
2b86f52e-2291-4202-b7c1-1557d1087888,128511.484,128515.109,128521.703,200
c56e51fc-3476-4e90-bf0e-ec155e1ec802,128521.843,128522.593,128554.015,200
6d984db8-d718-4ee2-9870-01bdd35cd1e8,128554.078,128555.0,128578.531,200
de70ff37-5013-493a-9d14-600b0fd47bbd,128578.562,128579.453,128627.312,200
0a81b94a-8dcb-40e7-9a83-4a9fd80cbfe0,128627.312,128628.187,128639.359,200
4a12321a-4101-4fd4-8779-72adcad97702,128639.375,128639.984,128690.625,200
1e6e1a03-17c4-4111-956d-159d8b621539,128690.875,128691.75,128743.671,200
8762d05e-4e29-4f0c-b362-e294412960ce,128744.953,128746.046,128798.109,200
a6355f74-1703-4f0a-98ce-83dd44922d71,128798.359,128799.281,128852.046,200
439ea270-c359-4924-b086-1f654c698754,128454.921,128489.406,128511.156,200
d0fd700e-5d76-425b-b237-5ffe474056d5,128511.453,128515.14,128518.046,200
b35d6ca1-09af-4990-9626-79e532d7dd72,128518.156,128518.64,128549.75,200
76b18355-bb7e-4c85-a9d5-b116cc3244ad,128549.796,128550.312,128592.437,200
e1f89180-0ff6-4e2c-905e-fae294446ef0,128592.453,128593.39,128644.5,200
87ab0b88-9ac4-449e-8ee6-94319863d935,128644.531,128645.218,128695.843,200
c4d379be-d620-48be-a071-2774cd58a93a,128696.578,128697.968,128725.187,200
4188fc47-8bd4-4867-8722-de6603330848,128725.203,128726.187,128776.5,200
338bf23a-f3c1-4749-8128-58923d362aa0,128776.515,128777.546,128804.296,200
e9c66482-1eb7-4e7f-8e17-e8d4002e6605,128804.328,128805.296,128857.718,200
ad7605a2-1f64-4e54-ad41-9d5d3e032b82,128454.937,128489.406,128496.312,200
c46d282f-86ef-4262-ad1f-2ee654e2e674,128496.343,128497.031,128524.718,200
06daa8cb-dd4c-4a7f-a615-6d79bc8bf347,128524.734,128525.406,128557.421,200
4226cd60-64a6-48d2-8a8f-0574c0f66d89,128557.437,128558.109,128602.312,200
646cbf9d-8fa8-4e35-b657-88eca1caa402,128602.343,128603.515,128655.281,200
78071e9a-4fcf-489b-9497-810258344ee5,128655.796,128656.921,128680.843,200
ff1d8749-2fd1-498e-850d-94ebfc4853b3,128680.843,128681.718,128726.093,200
feb03cd4-d496-40e4-9dc4-fc477d55734e,128726.203,128726.984,128777.14,200
9af3809f-ed2c-464b-8d85-a3884af0e095,128777.25,128778.046,128805.75,200
8e771b7a-5b5a-4268-b375-5768831fb776,128805.937,128806.937,128859.843,200
9703b23e-ef4a-4eea-8108-fa893e63b0e5,128454.937,128489.406,128507.171,200
52a69c83-f6ef-49c3-be2e-7c1e468c7103,128507.187,128507.859,128517.218,200
b47bafb1-8bfa-4ed3-a139-98522e798827,128517.234,128517.703,128548.453,200
0744816d-5447-4155-8f9c-c99935d4d862,128548.593,128549.25,128590.859,200
124099cb-d7fe-4655-95da-e12b0d2abb06,128590.859,128591.468,128642.687,200
b049b7da-9f43-4bb7-8f2f-8e160b46c099,128642.796,128643.562,128694.156,200
bbec55d7-899b-456a-a84c-10a4a83fd92e,128694.171,128694.828,128746.39,200
b8fcd34a-c293-40b8-97d3-6a6eb3864949,128746.453,128747.328,128799.375,200
99473e78-c41f-43d9-8081-6250378856b7,128799.39,128800.203,128806.578,200
732b8cab-bb24-4035-96cc-94c791e400b4,128806.687,128807.734,128860.468,200
39d475aa-e089-405e-b1c0-2f4e4c30976a,128454.984,128489.609,128511.312,200
46533639-22a5-4b06-8b1f-c33da71e1425,128511.531,128515.14,128522.812,200
df807cd4-9e92-461b-8f59-5ebb2511033d,128522.828,128523.515,128555.187,200
18ba781b-1f6d-4aa8-9421-946395488dbb,128555.187,128555.921,128573.406,200
fd332e73-39ea-4921-9a24-dec87738fae3,128573.421,128574.187,128621.531,200
de44b8ff-5948-43bf-95f7-37c5c3a93846,128621.531,128622.406,128674.828,200
911a9418-aeed-4ec8-a092-ad5ec91d16cc,128675.046,128676.078,128705.468,200
d4b9a904-ce87-4058-8703-b3eeb89c2acf,128705.578,128706.687,128757.64,200
89010726-3597-403c-8448-b08fc10b4fae,128757.796,128758.828,128811.218,200
230027ae-8ea8-4616-b525-5b415e212eda,128811.328,128812.0,128865.328,200
d47991ac-d57f-4010-a54d-8137bb7700a9,128454.89,128489.375,128511.25,200
153f9195-ef08-403b-9f5c-fab977454dc6,128511.562,128515.156,128546.015,200
90e158b5-03d3-4bc2-9797-36d708c2f91d,128546.39,128546.984,128587.343,200
22da0e08-d97b-4358-b27e-6c8dc6f8a286,128587.406,128588.046,128618.984,200
3f178fa1-2118-45bb-978d-22106430e906,128619.0,128619.828,128672.25,200
52158e82-2c2d-4746-8d0a-332f2efe6e98,128672.375,128673.734,128695.109,200
0b9de5f4-91ff-4fb1-8d00-6b2f1fbd5900,128695.203,128696.484,128747.656,200
2cbbef9f-0f3d-4818-93cb-12d08c8eef2a,128748.171,128748.984,128801.109,200
a81f2148-605e-4ce5-b47f-2c767f8d0f68,128801.343,128802.14,128854.703,200
6b70dbfc-180b-4302-896c-b2dcadc772a0,128854.718,128855.453,128865.875,200
85c28a09-13ad-4d70-8d3c-cf65bbfa12d1,128454.921,128489.39,128497.125,200
8a493e78-adc8-4311-a650-ebe4ac2d7069,128497.296,128497.843,128510.109,200
e4e0555d-5840-4147-b859-2474c9e1670b,128510.218,128510.859,128544.968,200
8c3a17e5-9fd0-4da2-af94-b122e3c06c77,128544.968,128545.734,128582.687,200
4506f0cc-8860-41f8-b7cf-601139b69a92,128582.703,128583.593,128631.875,200
816ee42f-84f2-4781-ba42-098cc69ca586,128631.875,128632.75,128657.968,200
66b26f63-70ca-46b2-baec-3cb7993f0e8c,128658.093,128658.906,128709.578,200
25fd380c-35ff-4691-bf68-960ff6d16371,128709.625,128710.39,128761.359,200
2bdfa513-5ffc-444e-8a51-b0b10c8726ba,128761.375,128762.078,128814.484,200
a95567ad-ef93-4401-8a41-7eef09f4c3c8,128814.484,128815.281,128868.546,200
ebf0bd7b-b032-48de-85be-cbb4f40b5da8,128454.906,128489.406,128496.328,200
bc268930-c839-4a5b-8394-81b5a2eda825,128496.343,128497.031,128501.687,200
0f107323-de5b-4ff0-ba18-1dfc8ebfb67c,128501.718,128502.328,128532.656,200
dcdbac53-2dae-420d-a9cb-24282fd9effb,128532.671,128533.468,128567.562,200
49322c28-d67b-4400-878b-9e2b7ef984dd,128567.562,128568.265,128614.875,200
7e46b476-616c-478b-8ab6-002a7fdd0b6b,128614.89,128615.828,128667.828,200
259c389d-9101-4877-8d15-f75901ca9b24,128667.906,128668.875,128719.343,200
3a5ff152-3a12-495f-9c8e-0d0dfbcc992c,128719.453,128720.343,128770.796,200
0da4159c-38b6-42c7-9578-c2a1b2728074,128770.953,128771.984,128824.484,200
81e370a9-cbbd-446b-83c7-d73dda081f84,128824.484,128825.578,128878.906,200
d6ed48af-c7c5-401c-a7e1-abfae806254d,128454.953,128489.406,128511.312,200
54d68d5f-2573-4913-92ce-e58b7ff6053f,128511.546,128515.14,128545.984,200
470f2280-d997-41fc-822b-22f504535dea,128546.343,128546.984,128587.328,200
b5adcf19-aafc-490d-a55c-fd6b0f142e82,128587.437,128588.843,128639.187,200
d493aa1a-02fa-42c3-934f-1908d93c8005,128639.203,128639.984,128690.609,200
8322387a-f82e-4e70-b60e-ef80afe96d66,128690.859,128691.765,128707.109,200
a2cb2cd1-dae6-45ea-94e1-5a4ade483d89,128707.156,128708.015,128758.812,200
96a1f8fa-1741-4c32-848b-af6bf686c498,128758.921,128759.703,128771.312,200
524baea2-d12a-4207-9b5e-7a2dc841b184,128771.328,128772.421,128824.843,200
8971e60b-6242-47aa-a880-f149bcd639f5,128824.843,128825.718,128879.156,200
d4f6f448-c3bb-4b02-8a06-7ebd1fdec9a3,128454.937,128489.406,128511.234,200
ea56de76-8e7f-421e-9977-e626fb18aa6e,128511.359,128515.14,128545.984,200
3a1b39ec-e90b-4457-bdb9-f9b181f09cfe,128546.312,128546.984,128579.437,200
228d6ad1-c85f-4b86-8830-00ec0aa17e07,128579.484,128580.546,128628.171,200
03b9d330-16d7-4524-9b69-5bd835713490,128628.187,128629.375,128655.671,200
d821628d-660d-4592-ad86-5aa33b0f6a0d,128655.796,128656.921,128684.812,200
b2570378-b1e8-4169-ace4-46a320e67e07,128684.828,128685.765,128721.093,200
707a703b-ff14-49a8-baeb-bddfc53bc0b3,128721.14,128721.968,128771.328,200
4e6e6bb8-da3f-4237-b119-f3c8307af0aa,128771.328,128772.421,128824.828,200
911d0396-3ba4-441a-bdc9-86609f29aabe,128824.843,128825.734,128879.156,200
e4a1e351-e1e3-4646-9509-faf095001fff,128454.921,128489.39,128511.265,200
3b2c05ae-d7d2-459c-b5a4-a7bc19a567c9,128511.484,128515.14,128521.703,200
e9b01b5a-9497-4c82-9b52-5600e6463d44,128521.843,128522.609,128554.015,200
78f8157f-9f47-42ae-8e40-07e04c0cdb1e,128554.078,128554.984,128598.234,200
4840f4d0-644d-4574-b029-a508f0943273,128598.265,128598.89,128616.468,200
3f659f4d-a1b5-453a-8d17-85632b362da9,128616.468,128617.296,128669.515,200
fec79a79-f884-4318-b1ad-55f530d14e44,128669.578,128670.437,128721.125,200
66c43df2-5fe6-4fef-a0d3-371afa585cba,128721.14,128721.968,128772.421,200
b2d9d2a1-73a0-4e0b-ae57-a9acc96dcef3,128772.484,128773.531,128825.828,200
187b5c28-dcfc-4bb2-b7a4-152a23c94ad3,128825.828,128826.531,128880.281,200
a275a443-0510-499c-a603-b0d177e0b9d1,128454.906,128489.39,128511.156,200
3d9bcb83-1c10-4411-b2e6-90360b597a5a,128511.359,128515.14,128545.984,200
d9242c54-6951-4f1e-8857-71add9d62af2,128546.406,128546.953,128552.765,200
6d289008-e04f-4209-aae0-0497e1abd721,128552.796,128553.468,128588.265,200
abc027a3-0a82-4cc6-b9cf-10527e5c5570,128588.828,128589.546,128640.484,200
927ce14c-ef92-4c36-8ce0-5e13edc8e0c3,128640.5,128641.062,128691.765,200
a5e61678-0016-4894-973f-bf1e68493413,128691.765,128692.343,128744.765,200
e5078a1b-1bf1-45fd-b53f-6a3b45ae60ed,128745.937,128746.703,128798.64,200
5ea0016f-5855-40f5-a287-7e6257e01404,128798.781,128799.718,128827.359,200
216b2ed4-5e0a-4f43-bcd6-23e93f4af22f,128827.406,128828.203,128881.828,200
200a2cd9-6fbf-431a-a8c5-803ce2c01611,128454.89,128489.406,128511.25,200
8f40d845-c5b7-4a88-b84e-390ff2dc9263,128511.484,128515.14,128545.984,200
d4642d1b-8f30-478d-b1f1-9cae14fa66cd,128546.25,128546.968,128557.39,200
266ce21c-5341-48bf-a48a-145fba4c45ec,128557.437,128558.109,128602.328,200
27710a4e-7111-494b-9135-bbe50962ff6c,128602.328,128603.515,128655.281,200
55e73a6b-5649-44b1-835e-c6baae18ca99,128655.796,128656.937,128707.671,200
bd1aee74-fc66-47f5-af90-16e68eb35fa9,128707.765,128708.75,128731.328,200
035137c6-20b1-4882-b7a7-9d02c46f70b6,128731.437,128732.203,128782.406,200
dbe172b1-99c6-436b-94f2-3baa55c0067b,128782.515,128783.328,128828.203,200
e3244ed2-d64a-476e-8c41-079f144564f2,128828.203,128829.062,128882.64,200
14d5b24e-fa75-4998-be27-ffdef4ddb40b,128454.906,128489.39,128511.234,200
675654be-ceab-40b2-9a7d-0b9d6ff4dcef,128511.421,128515.125,128528.859,200
cd93f2be-5474-47ac-8276-0af59ce7b919,128528.89,128529.75,128558.937,200
8a9231a1-b21f-480d-8c9a-94443e2b5bf5,128558.953,128559.812,128604.609,200
a8d07702-35eb-41ee-a0a4-313d0239c9e9,128604.64,128605.359,128618.984,200
a5eccdb4-55d9-40f3-b2c1-362bb7a50f1f,128619.0,128619.812,128672.14,200
77f0112b-7aac-404d-a566-7d71e1130afe,128672.265,128673.062,128723.687,200
4760a858-d730-427a-ac6c-5d3414f7cf4d,128723.781,128724.984,128775.062,200
ffe38119-81b0-418d-827d-bebcaed4f659,128775.187,128776.5,128828.671,200
da269f7e-1463-44dd-87f4-2df1a1f7c172,128828.687,128829.484,128883.156,200
30d388ab-c41f-4166-bd5c-d84852c96784,128454.937,128489.406,128511.281,200
b07802c5-2cf6-4add-958a-221c8a2b2b63,128511.484,128515.156,128545.984,200
74c88b4e-919e-44b9-bbe4-900555625ef4,128546.296,128546.984,128587.109,200
7c17ece3-8d6e-43a5-b44e-0193fcdef63a,128587.187,128587.703,128637.125,200
94a83ae9-2cd3-4902-99af-de6bd7efc7fa,128637.171,128639.437,128662.781,200
c8773b98-c36e-45b7-a2d6-44f336fbedd6,128662.828,128664.421,128673.89,200
f0d7ff0b-dc6d-45cc-9119-e02556c2505a,128673.953,128674.828,128725.625,200
ca258fa8-cbbc-4345-8864-4a53527a3d24,128725.703,128726.765,128776.765,200
